Shot Type,PNR BH,PNR SC,DHO BH,DHO SC,DBL BH,DBL SC,ISO,TRAN,ACO,C/S,OBS,CUT,OREB
shoot2FGA,15,4,10,3,1,2,22,15,3,2,2,12,8
shoot2FGM,7,2,5,1,1,2,11,10,1,1,1,8,5
shoot2FTA,2,4,2,0,0,0,11,8,2,0,6,2,0
shoot2FTM,2,2,2,0,0,0,9,5,1,0,5,2,0
shoot2TO,4,0,1,0,0,0,2,0,1,0,2,0,0
shoot3FGA,9,3,4,0,0,1,6,5,0,18,5,0,0
shoot3FGM,6,2,1,0,0,0,2,2,0,7,2,0,0
shoot3FTA,0,0,0,0,0,0,0,0,0,0,2,0,0
shoot3FTM,0,0,0,0,0,0,0,0,0,0,1,0,0
shoot3TO,2,0,0,0,0,0,1,0,0,0,0,0,0
pass2FGA,5,2,4,8,3,0,12,8,0,0,0,1,1
pass2FGM,2,2,1,4,3,0,9,7,0,0,0,1,0
pass2FTA,4,0,0,2,0,0,4,2,0,0,0,0,0
pass2FTM,2,0,0,2,0,0,4,1,0,0,0,0,0
pass2TO,0,1,0,1,0,0,1,0,0,0,1,0,0
pass3FGA,9,0,0,3,1,0,6,9,1,0,1,0,2
pass3FGM,3,0,0,1,0,0,4,4,1,0,0,0,1
pass3FTA,1,0,0,0,0,0,1,0,0,0,0,0,0
pass3FTM,0,0,0,0,0,0,1,0,0,0,0,0,0
pass3TO,0,0,0,0,0,0,0,0,0,0,0,0,0
