Shot Type,PNR BH,PNR SC,DHO BH,DHO SC,DBL BH,DBL SC,ISO,TRAN,ACO,C/S,OBS,CUT,OREB
shoot2FGA,15,3,9,0,0,0,36,33,18,0,6,24,21
shoot2FGM,9,0,0,0,0,0,24,18,15,0,3,15,15
shoot2FTA,0,0,0,0,0,0,9,18,18,0,0,18,6
shoot2FTM,0,0,0,0,0,0,6,15,6,0,0,6,6
shoot2TO,0,0,0,0,0,0,15,0,3,0,0,0,0
shoot3FGA,6,0,0,0,0,0,0,12,0,63,0,0,0
shoot3FGM,0,0,0,0,0,0,0,3,0,12,0,0,0
shoot3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3TO,0,0,0,0,0,0,0,0,0,0,0,0,0
pass2FGA,9,3,0,3,0,0,15,18,3,0,0,6,0
pass2FGM,6,0,0,0,0,0,15,9,3,0,0,3,0
pass2FTA,0,0,6,0,0,0,6,6,6,0,0,0,0
pass2FTM,0,0,3,0,0,0,3,3,0,0,0,0,0
pass2TO,9,3,3,0,0,0,3,0,0,0,0,0,0
pass3FGA,6,0,0,0,0,0,21,15,6,0,3,0,3
pass3FGM,3,0,0,0,0,0,0,3,3,0,0,0,0
pass3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3TO,0,0,0,0,0,0,3,3,0,3,0,0,0
