,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.55,12.1,0,66.7,2.08,14.4,100.0,2,100.0,0,N/A,0.0,8.3,0.0,0,N/A,1,0.0
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,0.0,3.1,0,0.0,0.0,5.0,0.0,0,N/A,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.8,15.6,0,40.0,0.67,15.0,33.3,2,50.0,1,0.0,1.0,16.7,50.0,1,100.0,1,0.0
TRANSITION,1.38,25.0,1,71.4,0.67,15.0,50.0,2,50.0,0,N/A,1.8,41.7,80.0,3,100.0,2,50.0
Attacking Closeouts,1.43,15.2,1,66.7,N/A,0.0,N/A,0,N/A,0,N/A,1.43,40.7,66.7,2,50.0,1,100.0
Catch & Shoot,0.9,31.2,0,30.0,0.9,50.0,30.0,0,N/A,10,30.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,3.0,3.1,0,100.0,3.0,5.0,100.0,0,N/A,1,100.0,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.18,32,6.2,50.0,1.05,62.5,42.1,6,66.7,13,30.8,1.4,37.5,63.6,6,83.3,5,40.0
