,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.05,31.9,1,47.2,1.13,38.4,48.1,20,50.0,7,42.9,0.8,20.8,44.4,6,66.7,3,0.0
PNR Screener,0.0,0.8,1,N/A,N/A,0.0,N/A,0,N/A,0,N/A,0.0,2.1,N/A,0,N/A,0,N/A
DHO Ball Handler,0.0,3.1,0,0.0,0.0,4.8,0.0,1,0.0,3,0.0,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,1.5,1.5,0,50.0,N/A,0.0,N/A,0,N/A,0,N/A,1.5,4.2,50.0,0,N/A,2,50.0
DBL Ball Handler,0.0,1.5,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,4.2,0.0,0,N/A,2,0.0
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.72,24.4,3,28.0,0.75,27.3,29.4,13,23.1,4,50.0,0.64,19.4,25.0,1,100.0,7,14.3
TRANSITION,1.32,24.2,3,63.0,1.52,14.3,72.7,8,100.0,3,0.0,1.21,41.4,56.2,7,71.4,9,44.4
Attacking Closeouts,0.75,3.1,0,25.0,N/A,0.0,N/A,0,N/A,0,N/A,0.75,8.3,25.0,0,N/A,4,25.0
Catch & Shoot,1.33,6.9,0,44.4,1.33,10.8,44.4,0,N/A,9,44.4,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,0.0,0.8,1,N/A,0.0,1.2,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,1.51,2.5,0,100.0,1.51,4.0,100.0,2,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.0,131,6.9,44.1,1.05,63.4,45.7,44,52.3,26,34.6,0.91,36.6,41.5,14,71.4,27,25.9
