,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,0.0,1.6,0,0.0,0.0,2.6,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
PNR Screener,0.56,14.3,2,33.3,0.0,15.5,0.0,4,0.0,0,N/A,1.67,12.5,100.0,1,100.0,1,100.0
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,0.66,29.4,0,25.0,1.32,14.0,50.0,4,50.0,0,N/A,0.39,53.7,16.7,5,40.0,7,0.0
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.75,28.1,2,40.0,0.74,35.4,41.7,12,41.7,0,N/A,0.75,16.7,33.3,1,0.0,2,50.0
TRANSITION,0.67,9.7,0,33.3,1.0,10.5,50.0,4,50.0,0,N/A,0.0,8.3,0.0,0,N/A,2,0.0
Attacking Closeouts,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,1.0,3.2,0,50.0,1.0,5.3,50.0,1,100.0,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,1.06,3.0,0,0.0,1.06,4.9,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,1.18,12.3,0,40.0,1.94,12.2,100.0,2,100.0,0,N/A,0.0,12.5,0.0,0,N/A,3,0.0
TOTAL,0.75,62,6.5,32.7,0.89,61.3,40.0,29,41.4,1,0.0,0.52,38.7,22.7,7,42.9,15,13.3
