,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,0.0,2.9,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,12.5,0.0,1,0.0,0,N/A
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,0.76,33.9,1,40.0,0.79,32.9,42.9,4,75.0,3,0.0,0.67,37.5,33.3,2,50.0,1,0.0
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.0,2.9,0,0.0,0.0,3.7,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TRANSITION,0.4,14.3,1,25.0,0.67,11.1,33.3,2,50.0,1,0.0,0.0,25.0,0.0,0,N/A,1,0.0
Attacking Closeouts,1.5,11.4,1,100.0,2.0,11.1,100.0,3,100.0,0,N/A,0.0,12.5,N/A,0,N/A,0,N/A
Catch & Shoot,0.75,22.9,0,25.0,0.75,29.6,25.0,0,N/A,8,25.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,0.67,8.6,0,33.3,0.0,7.4,0.0,1,0.0,1,0.0,2.0,12.5,100.0,1,100.0,0,N/A
Cutting,0.0,2.9,0,0.0,0.0,3.7,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,0.0,2.9,0,0.0,0.0,3.7,0.0,0,N/A,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,0.7,35,8.6,34.4,0.75,77.1,34.6,12,58.3,14,14.3,0.5,22.9,33.3,4,50.0,2,0.0
