Shot Type,PNR BH,PNR SC,DHO BH,DHO SC,DBL BH,DBL SC,ISO,TRAN,ACO,C/S,OBS,CUT,OREB
shoot2FGA,216,66,25,42,6,6,262,76,76,9,14,85,51
shoot2FGM,69,41,9,11,4,6,121,58,38,9,13,52,34
shoot2FTA,19,29,10,8,0,0,63,39,32,0,0,10,11
shoot2FTM,17,28,10,4,0,0,54,33,23,0,0,6,10
shoot2TO,21,17,1,1,0,0,21,9,13,0,4,4,2
shoot3FGA,96,14,57,1,2,4,49,10,42,311,29,0,0
shoot3FGM,43,9,13,0,1,4,13,5,11,143,8,0,0
shoot3FTA,15,0,0,0,0,0,3,0,6,0,0,0,0
shoot3FTM,15,0,0,0,0,0,3,0,4,0,0,0,0
shoot3TO,2,0,0,0,0,0,2,1,1,2,0,0,0
pass2FGA,81,5,46,26,6,0,51,46,30,2,0,3,13
pass2FGM,52,5,12,15,6,0,41,37,27,0,0,1,0
pass2FTA,35,4,8,10,2,0,2,18,0,2,0,4,0
pass2FTM,29,4,4,10,2,0,2,16,0,1,0,2,0
pass2TO,7,3,1,0,0,0,8,4,1,0,1,5,0
pass3FGA,69,5,23,47,16,0,79,20,36,2,0,20,17
pass3FGM,43,3,5,14,4,0,33,9,11,2,0,7,11
pass3FTA,0,0,6,0,0,0,0,0,0,0,0,0,0
pass3FTM,0,0,4,0,0,0,0,0,0,0,0,0,0
pass3TO,6,7,2,5,0,0,10,2,1,0,0,0,2
