Shot Type,PNR BH,PNR SC,DHO BH,DHO SC,DBL BH,DBL SC,ISO,TRAN,ACO,C/S,OBS,CUT,OREB
shoot2FGA,13,0,0,0,0,0,1,5,5,0,1,0,1
shoot2FGM,2,0,0,0,0,0,0,5,2,0,1,0,0
shoot2FTA,0,0,0,0,0,0,0,4,14,0,0,0,0
shoot2FTM,0,0,0,0,0,0,0,3,10,0,0,0,0
shoot2TO,2,0,0,0,0,0,0,0,0,0,0,0,0
shoot3FGA,8,10,12,0,0,0,2,1,6,82,17,0,0
shoot3FGM,4,8,2,0,0,0,0,1,0,12,4,0,0
shoot3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3TO,0,0,0,0,0,0,0,0,1,0,0,0,0
pass2FGA,5,0,24,0,0,0,0,3,10,0,0,0,0
pass2FGM,4,0,10,0,0,0,0,3,10,0,0,0,0
pass2FTA,4,0,2,0,0,0,0,0,0,2,0,2,0
pass2FTM,4,0,2,0,0,0,0,0,0,1,0,1,0
pass2TO,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3FGA,3,0,7,0,0,0,0,0,0,0,0,0,0
pass3FGM,2,0,2,0,0,0,0,0,0,0,0,0,0
pass3FTA,0,0,6,0,0,0,0,0,0,0,0,0,0
pass3FTM,0,0,4,0,0,0,0,0,0,0,0,0,0
pass3TO,0,0,0,0,0,0,0,0,0,0,0,0,0
