,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.02,27.9,4,50.0,1.21,26.3,54.5,17,52.9,5,60.0,0.67,31.3,40.0,6,50.0,4,25.0
PNR Screener,0.74,6.9,2,42.9,0.54,7.9,33.3,5,40.0,1,0.0,1.5,4.7,100.0,0,N/A,1,100.0
DHO Ball Handler,0.0,3.6,1,0.0,0.0,2.1,0.0,0,N/A,2,0.0,0.0,7.0,0.0,1,0.0,1,0.0
DHO Screener,0.0,2.2,0,0.0,0.0,1.1,0.0,0,N/A,1,0.0,0.0,4.7,0.0,0,N/A,2,0.0
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.3,21.4,2,57.7,0.96,21.1,44.4,15,46.7,3,33.3,2.01,22.0,87.5,3,100.0,5,80.0
TRANSITION,2.06,11.7,1,86.7,1.7,10.6,77.8,5,80.0,4,75.0,2.67,14.0,100.0,2,100.0,4,100.0
Attacking Closeouts,1.74,5.0,0,66.7,1.23,5.2,50.0,4,50.0,0,N/A,3.0,4.7,100.0,0,N/A,2,100.0
Catch & Shoot,2.08,9.5,1,75.0,2.0,12.8,72.7,0,N/A,11,72.7,3.0,2.3,100.0,0,N/A,1,100.0
Off Ball Screens,1.0,2.2,1,50.0,1.5,2.1,50.0,0,N/A,2,50.0,0.0,2.3,N/A,0,N/A,0,N/A
Cutting,1.34,6.0,0,66.7,1.5,5.7,75.0,4,75.0,0,N/A,1.04,6.7,50.0,2,50.0,0,N/A
Off. Rebounds,1.42,4.6,0,60.0,1.69,5.7,75.0,4,75.0,0,N/A,0.0,2.3,0.0,0,N/A,1,0.0
TOTAL,1.29,137,8.8,57.6,1.27,68.6,55.4,54,55.6,29,55.2,1.35,31.4,62.9,14,64.3,21,61.9
