,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,2.0,5.6,0,100.0,N/A,0.0,N/A,0,N/A,0,N/A,2.0,25.0,100.0,1,100.0,0,N/A
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,0.0,5.6,0,0.0,0.0,7.1,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,2.66,10.4,0,100.0,3.0,7.1,100.0,0,N/A,1,100.0,2.27,22.0,N/A,0,N/A,0,N/A
TRANSITION,1.25,22.2,0,50.0,1.0,14.3,50.0,2,50.0,0,N/A,1.5,50.0,50.0,1,0.0,1,100.0
Attacking Closeouts,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,1.6,27.8,0,60.0,1.6,35.7,60.0,1,100.0,4,50.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,1.51,18.4,0,100.0,1.51,23.7,100.0,2,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,2.0,16.7,0,100.0,2.0,14.3,100.0,2,100.0,0,N/A,2.0,25.0,100.0,1,100.0,0,N/A
TOTAL,1.61,18,0.0,70.6,1.54,77.8,69.2,8,75.0,5,60.0,1.84,22.2,75.0,3,66.7,1,100.0
