,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,3.0,5.6,0,100.0,N/A,0.0,N/A,0,N/A,0,N/A,3.0,12.5,100.0,0,N/A,1,100.0
PNR Screener,1.39,16.0,0,50.0,1.39,28.8,50.0,2,50.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,0.0,5.6,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,12.5,0.0,0,N/A,1,0.0
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.52,43.8,1,83.3,1.5,40.0,100.0,3,100.0,0,N/A,1.55,48.5,66.7,1,100.0,2,50.0
TRANSITION,0.0,5.6,0,0.0,0.0,10.0,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Attacking Closeouts,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,2.0,5.6,0,100.0,N/A,0.0,N/A,0,N/A,0,N/A,2.0,12.5,100.0,1,100.0,0,N/A
Off Ball Screens,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,0.53,10.4,0,0.0,0.53,18.8,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,0.0,16.0,0,0.0,0.0,8.8,N/A,0,N/A,0,N/A,0.0,25.0,0.0,0,N/A,2,0.0
TOTAL,1.13,18,5.6,53.3,1.03,55.6,57.1,7,57.1,0,N/A,1.24,44.4,50.0,2,100.0,6,33.3
