,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,2.0,1.9,0,100.0,2.0,2.7,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
PNR Screener,2.0,1.9,0,100.0,2.0,2.7,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,0.0,3.8,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,13.3,0.0,0,N/A,2,0.0
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.26,22.8,0,54.5,0.89,21.3,42.9,7,42.9,0,N/A,2.0,26.7,75.0,1,100.0,3,66.7
TRANSITION,1.71,16.8,0,71.4,1.39,7.8,100.0,2,100.0,0,N/A,1.87,39.2,60.0,0,N/A,5,60.0
Attacking Closeouts,0.0,1.9,0,0.0,0.0,2.7,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,2.4,9.6,0,80.0,2.4,13.5,80.0,0,N/A,5,80.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,1.44,32.0,0,78.6,1.41,42.3,76.9,13,76.9,0,N/A,2.0,6.7,100.0,1,100.0,0,N/A
Off. Rebounds,1.33,11.5,0,66.7,0.67,8.1,33.3,3,33.3,0,N/A,2.0,20.0,100.0,3,100.0,0,N/A
TOTAL,1.46,52,0.0,66.7,1.36,71.2,66.7,28,64.3,5,80.0,1.7,28.8,66.7,5,100.0,10,50.0
