Shot Type,PNR BH,PNR SC,DHO BH,DHO SC,DBL BH,DBL SC,ISO,TRAN,ACO,C/S,OBS,CUT,OREB
shoot2FGA,20,8,4,2,0,0,29,23,4,0,2,5,10
shoot2FGM,10,3,1,1,0,0,9,16,3,0,1,4,7
shoot2FTA,19,2,0,2,0,0,12,10,2,0,0,0,7
shoot2FTM,15,0,0,2,0,0,9,9,2,0,0,0,4
shoot2TO,1,0,0,0,0,0,4,3,0,0,1,0,1
shoot3FGA,8,0,8,0,0,0,5,6,0,40,3,0,0
shoot3FGM,3,0,2,0,0,0,3,2,0,10,1,0,0
shoot3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3TO,0,0,2,0,0,0,0,0,0,0,1,0,0
pass2FGA,9,0,2,4,0,0,2,11,1,0,1,0,0
pass2FGM,4,0,1,1,0,0,1,8,1,0,1,0,0
pass2FTA,2,0,2,0,0,0,0,2,0,0,0,0,0
pass2FTM,0,0,2,0,0,0,0,2,0,0,0,0,0
pass2TO,1,2,0,0,0,0,2,3,1,0,0,1,0
pass3FGA,7,1,3,8,2,0,11,15,4,0,0,0,7
pass3FGM,2,0,1,2,0,0,2,6,0,0,0,0,2
pass3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3TO,0,0,0,0,0,0,0,1,0,0,0,0,0
