,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,0.75,21.1,1,33.3,0.0,14.3,0.0,1,0.0,1,0.0,1.5,40.0,100.0,0,N/A,1,100.0
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,3.0,5.3,0,100.0,3.0,7.1,100.0,0,N/A,1,100.0,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.0,31.6,4,0.0,0.0,28.6,0.0,2,0.0,0,N/A,0.0,40.0,N/A,0,N/A,0,N/A
TRANSITION,0.0,5.3,0,0.0,0.0,7.1,0.0,0,N/A,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
Attacking Closeouts,1.33,15.8,0,66.7,1.0,14.3,50.0,2,50.0,0,N/A,2.0,20.0,100.0,1,100.0,0,N/A
Catch & Shoot,1.0,15.8,0,33.3,1.0,21.4,33.3,0,N/A,3,33.3,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,0.0,5.3,0,0.0,0.0,7.1,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,2.27,4.6,0,N/A,2.27,6.3,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,0.75,19,26.3,35.7,0.67,73.7,25.0,6,16.7,6,33.3,1.0,26.3,100.0,1,100.0,1,100.0
