,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,0.61,9.0,2,33.3,0.0,4.4,0.0,2,0.0,1,0.0,0.94,20.7,50.0,3,66.7,3,33.3
PNR Screener,1.14,5.5,1,50.0,1.14,7.7,50.0,2,50.0,4,50.0,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,3.0,1.6,0,100.0,3.0,1.1,100.0,0,N/A,1,100.0,3.0,2.8,100.0,0,N/A,1,100.0
DHO Screener,0.0,0.8,0,0.0,0.0,1.1,0.0,0,N/A,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.89,16.0,2,47.1,0.62,14.2,40.0,9,44.4,1,0.0,1.34,20.7,57.1,3,66.7,4,50.0
TRANSITION,1.3,19.4,1,61.9,1.33,15.7,66.7,10,70.0,2,50.0,1.26,28.7,55.6,4,100.0,5,20.0
Attacking Closeouts,0.73,14.0,1,26.7,0.34,13.1,10.0,5,20.0,5,0.0,1.53,16.3,60.0,1,100.0,4,50.0
Catch & Shoot,1.1,23.6,0,36.7,1.1,33.0,36.7,0,N/A,30,36.7,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,2.0,0.8,0,100.0,N/A,0.0,N/A,0,N/A,0,N/A,2.0,2.8,100.0,1,100.0,0,N/A
Cutting,0.86,5.5,1,50.0,1.5,4.4,100.0,3,100.0,0,N/A,0.0,8.3,0.0,0,N/A,3,0.0
Off. Rebounds,1.92,4.1,0,100.0,1.92,5.7,100.0,3,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.06,127,6.3,45.9,1.0,71.7,43.0,34,55.9,45,33.3,1.22,28.3,53.1,12,83.3,20,35.0
