Shot Type,PNR BH,PNR SC,DHO BH,DHO SC,DBL BH,DBL SC,ISO,TRAN,ACO,C/S,OBS,CUT,OREB
shoot2FGA,40,24,1,7,4,6,109,58,42,3,5,20,11
shoot2FGM,23,14,0,6,3,5,53,45,20,1,1,9,9
shoot2FTA,6,0,0,2,0,4,34,28,13,0,0,7,0
shoot2FTM,5,0,0,0,0,3,30,23,11,0,0,4,0
shoot2TO,3,2,0,0,0,0,16,4,5,0,0,0,2
shoot3FGA,9,1,3,0,0,2,28,19,4,85,3,0,0
shoot3FGM,6,1,0,0,0,0,8,9,2,27,1,0,0
shoot3FTA,3,0,0,0,0,0,0,0,0,0,0,0,0
shoot3FTM,3,0,0,0,0,0,0,0,0,0,0,0,0
shoot3TO,0,0,0,0,0,0,1,0,0,0,0,0,0
pass2FGA,38,1,7,0,7,0,23,23,9,1,0,2,8
pass2FGM,22,1,6,0,5,0,16,19,3,1,0,1,1
pass2FTA,3,0,2,0,4,0,7,9,4,0,0,0,0
pass2FTM,2,0,0,0,3,0,5,7,2,0,0,0,0
pass2TO,3,2,0,0,2,0,7,3,2,0,0,1,0
pass3FGA,25,2,3,3,11,0,31,14,10,2,0,1,2
pass3FGM,9,0,1,0,3,0,12,5,3,1,0,0,1
pass3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3TO,5,1,1,0,0,0,1,2,5,1,2,0,1
