,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,0.0,5.1,0,0.0,0.0,6.2,0.0,2,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
PNR Screener,2.54,7.1,0,100.0,2.54,8.6,100.0,0,N/A,1,100.0,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,0.0,5.1,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,28.6,0.0,0,N/A,2,0.0
DHO Screener,0.0,5.1,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,28.6,0.0,0,N/A,2,0.0
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,2.0,5.1,0,100.0,2.0,6.2,100.0,2,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,2.0,2.6,0,100.0,2.0,3.1,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TRANSITION,1.6,25.6,2,100.0,1.6,31.2,100.0,8,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Attacking Closeouts,0.0,5.1,0,0.0,0.0,6.2,0.0,0,N/A,2,0.0,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,2.0,23.1,0,66.7,2.0,28.1,66.7,0,N/A,9,66.7,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,1.2,12.8,0,60.0,2.0,9.4,100.0,3,100.0,0,N/A,0.0,28.6,0.0,0,N/A,2,0.0
Off. Rebounds,1.5,5.1,0,50.0,0.0,3.1,0.0,1,0.0,0,N/A,3.0,14.3,100.0,0,N/A,1,100.0
TOTAL,1.41,39,5.1,61.1,1.62,82.1,72.4,17,82.4,12,58.3,0.43,17.9,14.3,0,nan,7,14.3
