,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
PNR Screener,0.0,6.7,1,0.0,0.0,4.3,0.0,1,0.0,0,N/A,0.0,14.3,N/A,0,N/A,0,N/A
DHO Ball Handler,0.0,3.3,1,N/A,N/A,0.0,N/A,0,N/A,0,N/A,0.0,14.3,N/A,0,N/A,0,N/A
DHO Screener,0.0,3.3,0,0.0,0.0,4.3,0.0,0,N/A,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.5,26.7,0,25.0,0.29,30.4,14.3,7,14.3,0,N/A,2.0,14.3,100.0,1,100.0,0,N/A
TRANSITION,1.6,16.7,0,60.0,1.5,17.4,50.0,0,N/A,4,50.0,2.0,14.3,100.0,1,100.0,0,N/A
Attacking Closeouts,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,2.0,23.3,1,83.3,1.83,26.1,80.0,1,100.0,4,75.0,3.0,14.3,100.0,0,N/A,1,100.0
Off Ball Screens,0.0,3.3,1,N/A,N/A,0.0,N/A,0,N/A,0,N/A,0.0,14.3,N/A,0,N/A,0,N/A
Cutting,1.0,6.7,0,50.0,0.0,4.3,0.0,1,0.0,0,N/A,2.0,14.3,100.0,1,100.0,0,N/A
Off. Rebounds,2.0,10.0,0,100.0,2.0,13.0,100.0,3,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.13,30,13.3,53.8,1.09,76.7,45.5,13,38.5,9,55.6,1.29,23.3,100.0,3,100.0,1,100.0
