,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.12,13.3,2,57.1,1.17,6.6,60.0,3,66.7,2,50.0,1.1,34.5,55.6,6,66.7,3,33.3
PNR Screener,2.5,1.7,0,100.0,2.5,2.2,100.0,1,100.0,1,100.0,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,3.0,0.8,0,100.0,N/A,0.0,N/A,0,N/A,0,N/A,3.0,3.4,100.0,0,N/A,1,100.0
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,2.0,0.8,0,100.0,N/A,0.0,N/A,0,N/A,0,N/A,2.0,3.4,100.0,1,100.0,0,N/A
DBL Screener,2.27,0.7,0,N/A,2.27,1.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.8,41.5,5,37.5,0.84,47.1,38.2,29,44.8,5,0.0,0.57,24.1,33.3,3,66.7,3,0.0
TRANSITION,1.31,17.8,2,66.7,1.34,16.4,75.0,11,81.8,1,0.0,1.24,22.2,50.0,3,66.7,3,33.3
Attacking Closeouts,0.94,10.6,1,40.0,1.14,9.6,42.9,6,50.0,1,0.0,0.5,13.8,33.3,3,33.3,0,N/A
Catch & Shoot,0.8,8.3,0,30.0,0.8,11.0,30.0,1,100.0,9,22.2,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,0.0,3.3,0,0.0,0.0,4.4,0.0,3,0.0,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,2.0,0.8,0,100.0,2.0,1.1,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,2.0,0.8,0,100.0,2.0,1.1,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.01,120,8.3,47.1,1.01,75.8,46.1,56,55.4,20,20.0,1.02,24.2,50.0,16,62.5,10,30.0
