,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.09,17.1,7,52.3,1.16,11.4,55.3,32,56.2,6,50.0,1.03,29.0,50.0,30,63.3,18,27.8
PNR Screener,1.04,4.9,4,58.3,1.12,6.2,59.1,21,57.1,1,100.0,0.5,2.2,50.0,1,100.0,1,0.0
DHO Ball Handler,1.5,1.1,0,66.7,0.0,0.3,0.0,1,0.0,0,N/A,1.8,2.7,80.0,3,100.0,2,50.0
DHO Screener,2.0,0.5,0,100.0,2.0,0.8,100.0,3,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,1.06,3.8,2,50.0,1.5,1.0,75.0,4,75.0,0,N/A,0.96,9.7,42.9,6,66.7,8,25.0
DBL Screener,1.42,1.4,0,66.7,1.42,2.0,66.7,5,80.0,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.04,25.9,16,50.0,0.97,27.5,47.1,67,52.2,18,27.8,1.24,22.4,57.1,14,85.7,21,38.1
TRANSITION,1.52,15.5,5,71.4,1.58,15.8,72.2,39,82.1,15,46.7,1.39,14.8,69.6,15,86.7,8,37.5
Attacking Closeouts,0.88,11.2,7,42.0,1.05,11.8,48.6,34,50.0,3,33.3,0.45,9.7,23.1,7,28.6,6,16.7
Catch & Shoot,0.87,11.1,0,30.2,0.83,15.5,28.3,1,100.0,59,27.1,1.67,1.6,66.7,1,100.0,2,50.0
Off Ball Screens,0.33,1.1,1,20.0,0.4,1.3,20.0,4,25.0,1,0.0,0.0,0.5,N/A,0,N/A,0,N/A
Cutting,0.87,3.0,1,46.7,0.91,3.7,46.2,13,46.2,0,N/A,0.67,1.6,50.0,1,100.0,1,0.0
Off. Rebounds,0.86,3.9,3,47.4,1.27,2.8,77.8,9,77.8,0,N/A,0.45,6.0,20.0,8,12.5,2,50.0
TOTAL,1.08,570,8.1,51.0,1.1,67.7,51.0,233,59.7,104,31.7,1.04,32.3,51.0,86,66.3,69,31.9
