Shot Type,PNR BH,PNR SC,DHO BH,DHO SC,DBL BH,DBL SC,ISO,TRAN,ACO,C/S,OBS,CUT,OREB
shoot2FGA,5,2,0,1,0,0,12,9,1,0,0,13,4
shoot2FGM,4,0,0,0,0,0,8,4,0,0,0,10,3
shoot2FTA,4,0,0,0,2,0,4,2,2,0,0,3,2
shoot2FTM,4,0,0,0,2,0,4,2,1,0,0,2,1
shoot2TO,1,0,0,0,0,0,2,1,0,0,0,1,1
shoot3FGA,7,0,0,0,0,1,7,2,1,16,7,0,0
shoot3FGM,3,0,0,0,0,1,2,0,0,5,2,0,0
shoot3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3TO,0,0,0,0,0,0,1,1,0,0,0,0,0
pass2FGA,2,2,2,1,0,0,3,3,0,0,2,0,0
pass2FGM,1,1,0,1,0,0,2,1,0,0,2,0,0
pass2FTA,0,0,0,0,0,0,0,2,2,0,0,0,0
pass2FTM,0,0,0,0,0,0,0,2,1,0,0,0,0
pass2TO,1,1,0,0,0,0,3,3,0,0,0,0,0
pass3FGA,2,1,1,0,2,0,9,0,3,0,1,2,0
pass3FGM,1,1,0,0,1,0,2,0,1,0,0,1,0
pass3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3TO,3,1,1,0,0,0,1,0,0,0,1,1,0
