Shot Type,PNR BH,PNR SC,DHO BH,DHO SC,DBL BH,DBL SC,ISO,TRAN,ACO,C/S,OBS,CUT,OREB
shoot2FGA,6,2,1,0,0,1,5,11,2,0,3,8,1
shoot2FGM,6,2,0,0,0,0,2,5,2,0,2,8,0
shoot2FTA,6,2,0,0,0,0,4,0,2,0,4,7,2
shoot2FTM,5,2,0,0,0,0,2,0,1,0,4,5,2
shoot2TO,0,0,0,0,0,0,2,1,0,0,0,0,1
shoot3FGA,5,0,7,0,0,0,3,2,4,22,8,0,0
shoot3FGM,2,0,1,0,0,0,1,0,2,7,5,0,0
shoot3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3TO,0,0,0,0,0,0,0,2,0,0,0,0,0
pass2FGA,3,1,0,0,1,0,4,2,1,0,0,1,0
pass2FGM,3,1,0,0,0,0,4,2,1,0,0,1,0
pass2FTA,2,0,0,0,0,0,6,0,0,0,2,1,0
pass2FTM,2,0,0,0,0,0,4,0,0,0,1,1,0
pass2TO,0,0,0,0,0,0,1,1,0,0,0,0,0
pass3FGA,1,1,0,9,0,0,9,5,5,1,2,0,2
pass3FGM,1,0,0,2,0,0,4,1,3,1,0,0,1
pass3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3TO,0,0,0,1,0,0,3,0,0,0,0,1,0
