,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.45,33.2,1,66.7,1.39,37.6,60.0,3,66.7,2,50.0,2.0,16.7,100.0,1,100.0,0,N/A
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,0.0,13.8,1,0.0,0.0,13.0,0.0,1,0.0,2,0.0,0.0,16.7,N/A,0,N/A,0,N/A
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,0.0,3.4,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,16.7,0.0,1,0.0,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.0,13.8,0,0.0,0.0,8.7,0.0,2,0.0,0,N/A,0.0,33.3,0.0,0,N/A,2,0.0
TRANSITION,0.68,20.3,0,20.0,0.4,21.7,20.0,4,25.0,1,0.0,2.27,14.7,N/A,0,N/A,0,N/A
Attacking Closeouts,1.0,10.3,0,33.3,1.0,13.0,33.3,0,N/A,3,33.3,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,2.13,6.5,0,100.0,2.27,3.8,N/A,0,N/A,0,N/A,2.0,16.7,100.0,1,100.0,0,N/A
Cutting,2.27,3.0,0,N/A,2.27,3.8,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,0.89,29,6.9,30.4,0.9,79.3,27.8,10,30.0,8,25.0,0.87,20.7,40.0,3,66.7,2,0.0
