,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.12,18.4,1,47.1,1.34,19.9,55.6,28,53.6,8,62.5,0.5,15.3,26.7,8,50.0,7,0.0
PNR Screener,0.65,4.2,4,44.4,0.51,3.5,33.3,6,33.3,0,N/A,0.83,5.8,66.7,1,100.0,2,50.0
DHO Ball Handler,0.6,7.6,1,23.8,0.45,7.9,20.0,6,50.0,9,0.0,0.96,7.0,33.3,4,50.0,2,0.0
DHO Screener,0.62,5.8,0,23.5,1.32,2.4,50.0,4,50.0,0,N/A,0.36,13.3,15.4,5,40.0,8,0.0
DBL Ball Handler,0.0,0.6,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,1.9,0.0,0,N/A,2,0.0
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.72,17.7,7,34.0,0.7,19.5,34.3,31,32.3,4,50.0,0.77,13.8,33.3,3,66.7,9,22.2
TRANSITION,1.23,16.5,6,56.8,1.25,13.1,58.3,21,61.9,3,33.3,1.21,23.9,55.0,8,62.5,12,50.0
Attacking Closeouts,1.39,6.5,3,66.7,1.84,4.3,87.5,8,87.5,0,N/A,1.02,11.3,42.9,2,50.0,5,40.0
Catch & Shoot,0.88,13.0,0,30.2,0.88,19.0,30.2,1,100.0,42,28.6,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,1.13,1.6,0,50.0,0.93,1.9,33.3,1,0.0,2,50.0,2.0,1.0,100.0,1,100.0,0,N/A
Cutting,1.65,2.4,0,71.4,1.45,3.0,66.7,6,66.7,0,N/A,3.0,1.0,100.0,0,N/A,1,100.0
Off. Rebounds,1.38,5.9,0,56.2,1.55,6.0,70.0,9,77.8,1,0.0,1.0,5.8,33.3,0,N/A,6,33.3
TOTAL,0.99,330,6.7,42.4,1.05,68.5,44.7,121,52.9,69,30.4,0.86,31.5,37.2,32,56.2,54,25.9
