,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
PNR Screener,1.31,40.5,1,60.0,1.03,32.3,33.3,3,33.3,0,N/A,1.67,60.0,100.0,1,100.0,1,100.0
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,1.5,11.8,0,50.0,N/A,0.0,N/A,0,N/A,0,N/A,1.5,40.0,50.0,0,N/A,2,50.0
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TRANSITION,2.0,5.9,0,100.0,2.0,8.3,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Attacking Closeouts,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,2.27,5.2,0,N/A,2.27,7.3,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,1.23,28.7,0,75.0,1.23,40.7,75.0,4,75.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,0.0,11.8,1,0.0,0.0,16.7,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.25,17,11.8,61.5,1.11,70.6,55.6,9,55.6,0,N/A,1.6,29.4,75.0,1,100.0,3,66.7
