,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,0.89,9.8%,3,50.0%,0.89,9.8%,50.0%,2,50.0%,4,50.0%,N/A,N/A,N/A,0,N/A,0,N/A
PNR Screener,1.11,12.8%,1,44.4%,1.11,12.8%,44.4%,3,100.0%,6,16.7%,N/A,N/A,N/A,0,N/A,0,N/A
DHO Ball Handler,0.0,1.1%,0,0.0%,0.0,1.1%,0.0%,0,N/A,1,0.0%,N/A,N/A,N/A,0,N/A,0,N/A
DHO Screener,2.0,1.1%,0,100.0%,2.0,1.1%,100.0%,1,100.0%,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
ISOLATION,0.42,20.7%,1,22.2%,0.42,20.7%,22.2%,15,26.7%,3,0.0%,N/A,N/A,N/A,0,N/A,0,N/A
TRANSITION,1.39,23.4%,3,80.0%,1.39,23.4%,80.0%,11,100.0%,4,25.0%,N/A,N/A,N/A,0,N/A,0,N/A
Attacking Closeouts,1.57,7.6%,0,71.4%,1.57,7.6%,71.4%,5,80.0%,2,50.0%,N/A,N/A,N/A,0,N/A,0,N/A
Catch & Shoot,0.6,10.9%,0,20.0%,0.6,10.9%,20.0%,0,N/A,10,20.0%,N/A,N/A,N/A,0,N/A,0,N/A
Off Ball Screens,1.74,3.1%,0,50.0%,1.74,3.1%,50.0%,0,N/A,2,50.0%,N/A,N/A,N/A,0,N/A,0,N/A
Cutting,0.79,9.7%,2,50.0%,0.79,9.7%,50.0%,6,50.0%,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
Off. Rebounds,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
TOTAL,0.98,92,10.9%,46.7%,0.98,100.0%,46.7%,43,62.8%,32,25.0%,nan,0.0%,nan%,0,nan%,0,nan%
