,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.41,12.5,1,62.5,1.67,10.8,66.7,5,60.0,4,75.0,1.07,15.9,57.1,5,80.0,2,0.0
PNR Screener,1.34,4.9,2,80.0,1.29,5.4,75.0,4,75.0,0,N/A,1.5,3.8,100.0,0,N/A,1,100.0
DHO Ball Handler,1.29,4.6,2,80.0,2.5,2.0,100.0,1,100.0,1,100.0,0.8,9.4,66.7,2,100.0,1,0.0
DHO Screener,1.4,3.3,1,75.0,1.0,2.0,50.0,1,100.0,1,0.0,1.67,5.7,100.0,1,100.0,1,100.0
DBL Ball Handler,0.0,0.7,0,0.0,0.0,1.0,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.8,22.2,5,32.0,0.87,23.1,35.3,9,44.4,8,25.0,0.64,20.5,25.0,6,16.7,2,50.0
TRANSITION,1.09,15.0,0,52.2,1.23,13.0,61.5,11,72.7,2,0.0,0.9,18.9,40.0,6,50.0,4,25.0
Attacking Closeouts,1.16,13.0,1,50.0,0.92,12.0,45.5,9,44.4,2,50.0,1.52,14.9,57.1,1,100.0,6,50.0
Catch & Shoot,1.17,11.8,0,38.9,1.2,15.0,40.0,0,N/A,15,40.0,1.0,5.7,33.3,0,N/A,3,33.3
Off Ball Screens,1.13,2.9,0,50.0,0.0,2.0,0.0,1,0.0,1,0.0,2.05,4.6,100.0,2,100.0,0,N/A
Cutting,0.9,5.1,0,33.3,1.04,6.8,40.0,5,40.0,0,N/A,0.0,1.9,0.0,0,N/A,1,0.0
Off. Rebounds,1.03,5.1,0,50.0,1.03,7.8,50.0,6,50.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.09,153,7.8,48.9,1.11,65.4,48.3,53,54.7,34,38.2,1.06,34.6,50.0,23,60.9,21,38.1
