,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.03,9.7,1,50.0,0.0,8.3,0.0,0,N/A,1,0.0,2.13,11.8,100.0,0,N/A,1,100.0
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,0.67,7.5,0,33.3,0.67,12.5,33.3,3,33.3,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.74,40.8,1,35.7,1.21,31.0,66.7,5,60.0,1,100.0,0.34,55.5,12.5,3,33.3,5,0.0
TRANSITION,1.3,21.1,2,66.7,1.23,10.2,100.0,1,100.0,0,N/A,1.33,37.5,60.0,2,50.0,3,66.7
Attacking Closeouts,0.5,10.0,1,33.3,0.5,16.7,33.3,3,33.3,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,0.0,5.0,0,0.0,0.0,8.3,0.0,0,N/A,2,0.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,1.33,7.5,0,66.7,1.33,12.5,66.7,3,66.7,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,2.0,2.5,0,100.0,2.0,4.2,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,0.89,40,12.5,44.1,0.88,60.0,50.0,16,56.2,4,25.0,0.89,40.0,35.7,5,40.0,9,33.3
