,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,0.0,3.6,1,N/A,N/A,0.0,N/A,0,N/A,0,N/A,0.0,10.0,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.92,26.0,0,50.0,1.92,40.4,50.0,2,50.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TRANSITION,2.27,9.4,0,N/A,2.27,14.7,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Attacking Closeouts,1.84,17.4,0,100.0,2.0,22.2,100.0,4,100.0,0,N/A,1.14,8.8,N/A,0,N/A,0,N/A
Catch & Shoot,2.0,21.4,2,100.0,3.0,22.2,100.0,0,N/A,4,100.0,0.0,20.0,N/A,0,N/A,0,N/A
Off Ball Screens,0.0,10.7,3,N/A,N/A,0.0,N/A,0,N/A,0,N/A,0.0,30.0,N/A,0,N/A,0,N/A
Cutting,1.6,17.9,0,60.0,2.0,5.6,100.0,1,100.0,0,N/A,1.5,40.0,50.0,0,N/A,4,50.0
Off. Rebounds,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.64,28,21.4,80.0,2.22,64.3,90.9,7,85.7,4,100.0,0.64,35.7,50.0,0,nan,4,50.0
