Shot Type,PNR BH,PNR SC,DHO BH,DHO SC,DBL BH,DBL SC,ISO,TRAN,ACO,C/S,OBS,CUT,OREB
shoot2FGA,11,1,3,1,2,0,17,1,6,0,2,4,5
shoot2FGM,3,0,1,1,0,0,5,1,1,0,1,2,3
shoot2FTA,3,0,0,0,0,0,8,6,4,0,0,2,2
shoot2FTM,3,0,0,0,0,0,6,6,3,0,0,1,1
shoot2TO,2,1,0,0,0,0,1,1,0,0,0,1,0
shoot3FGA,3,0,4,0,2,0,6,1,1,11,2,0,0
shoot3FGM,0,0,3,0,1,0,2,0,0,6,2,0,0
shoot3FTA,0,0,0,0,0,0,3,0,0,0,0,0,0
shoot3FTM,0,0,0,0,0,0,3,0,0,0,0,0,0
shoot3TO,0,0,0,0,0,0,0,0,0,0,0,0,0
pass2FGA,2,0,1,3,0,0,4,1,0,0,0,1,1
pass2FGM,0,0,1,1,0,0,2,1,0,0,0,0,0
pass2FTA,2,0,0,0,2,0,0,4,0,0,0,2,0
pass2FTM,1,0,0,0,2,0,0,4,0,0,0,1,0
pass2TO,1,0,0,0,0,0,0,0,0,0,0,0,0
pass3FGA,4,1,0,4,0,0,3,1,2,0,0,1,1
pass3FGM,3,0,0,3,0,0,2,0,1,0,0,0,0
pass3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3TO,0,0,0,0,0,0,0,0,0,0,0,0,0
