Shot Type,PNR BH,PNR SC,DHO BH,DHO SC,DBL BH,DBL SC,ISO,TRAN,ACO,C/S,OBS,CUT,OREB
shoot2FGA,11,0,0,0,1,1,20,9,9,0,1,2,1
shoot2FGM,4,0,0,0,1,1,13,7,6,0,1,1,1
shoot2FTA,2,0,0,0,0,0,1,4,1,0,0,0,0
shoot2FTM,1,0,0,0,0,0,1,4,1,0,0,0,0
shoot2TO,1,0,0,0,0,0,4,0,0,0,0,0,0
shoot3FGA,2,0,0,0,0,0,5,7,2,1,0,0,0
shoot3FGM,0,0,0,0,0,0,3,4,1,1,0,0,0
shoot3FTA,3,0,0,0,0,0,0,0,0,0,0,0,0
shoot3FTM,3,0,0,0,0,0,0,0,0,0,0,0,0
shoot3TO,0,0,0,0,0,0,0,0,0,0,0,0,0
pass2FGA,9,0,2,0,1,0,5,2,0,0,0,0,0
pass2FGM,6,0,2,0,0,0,5,2,0,0,0,0,0
pass2FTA,0,0,0,0,2,0,0,0,0,0,0,0,0
pass2FTM,0,0,0,0,2,0,0,0,0,0,0,0,0
pass2TO,0,0,0,0,1,0,1,1,0,0,0,0,0
pass3FGA,10,0,0,0,4,0,5,2,3,0,0,1,0
pass3FGM,2,0,0,0,2,0,0,0,0,0,0,0,0
pass3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3TO,0,0,0,0,0,0,0,0,0,0,0,0,0
