Shot Type,PNR BH,PNR SC,DHO BH,DHO SC,DBL BH,DBL SC,ISO,TRAN,ACO,C/S,OBS,CUT,OREB
shoot2FGA,19,13,3,1,0,0,28,16,12,0,1,15,3
shoot2FGM,9,7,1,0,0,0,11,11,5,0,1,13,3
shoot2FTA,6,9,0,0,0,0,12,22,0,0,0,2,0
shoot2FTM,5,9,0,0,0,0,11,20,0,0,0,1,0
shoot2TO,1,0,0,1,0,0,2,2,0,0,0,0,0
shoot3FGA,7,2,0,0,0,0,6,3,1,33,0,0,0
shoot3FGM,0,2,0,0,0,0,3,0,1,13,0,0,0
shoot3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3TO,0,0,0,0,0,0,0,0,0,0,0,0,0
pass2FGA,20,1,2,3,0,0,10,8,3,0,0,1,1
pass2FGM,11,1,0,1,0,0,8,6,2,0,0,1,1
pass2FTA,5,0,0,0,0,0,2,14,0,0,0,0,0
pass2FTM,5,0,0,0,0,0,1,12,0,0,0,0,0
pass2TO,1,0,0,0,0,0,2,1,0,0,0,0,1
pass3FGA,11,1,1,0,0,0,11,7,0,5,0,0,1
pass3FGM,5,0,1,0,0,0,4,3,0,2,0,0,1
pass3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3TO,2,0,0,0,0,0,0,2,0,0,1,0,0
