,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,3.0,4.3,0,100.0,3.0,5.9,100.0,0,N/A,1,100.0,N/A,0.0,N/A,0,N/A,0,N/A
PNR Screener,0.0,4.3,1,N/A,N/A,0.0,N/A,0,N/A,0,N/A,0.0,16.7,N/A,0,N/A,0,N/A
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,2.5,8.7,0,100.0,3.0,5.9,100.0,0,N/A,1,100.0,2.0,16.7,100.0,1,100.0,0,N/A
TRANSITION,1.02,25.6,0,40.0,0.26,22.8,0.0,0,N/A,3,0.0,2.5,33.3,100.0,1,100.0,1,100.0
Attacking Closeouts,1.0,8.7,0,50.0,1.0,11.8,50.0,2,50.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,1.67,39.1,0,55.6,1.67,52.9,55.6,0,N/A,9,55.6,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,1.0,8.7,0,50.0,N/A,0.0,N/A,0,N/A,0,N/A,1.0,33.3,50.0,1,100.0,1,0.0
Cutting,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,2.0,4.3,0,100.0,2.0,5.9,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.47,23,4.3,59.1,1.45,73.9,52.9,3,66.7,14,50.0,1.5,26.1,80.0,3,100.0,2,50.0
