,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,0.99,22.2,4,43.9,0.78,15.5,34.6,19,47.4,7,0.0,1.16,34.5,51.6,20,55.0,11,45.5
PNR Screener,1.48,7.1,0,58.8,1.53,9.9,60.0,13,53.8,2,100.0,1.0,1.9,50.0,1,100.0,1,0.0
DHO Ball Handler,0.83,2.0,0,33.3,0.67,1.6,33.3,3,33.3,0,N/A,1.0,2.9,33.3,2,0.0,1,100.0
DHO Screener,0.4,1.7,1,25.0,0.0,1.0,0.0,1,0.0,0,N/A,0.67,2.9,33.3,3,33.3,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.09,22.0,4,47.3,1.02,21.6,41.2,28,39.3,6,50.0,1.21,22.7,57.1,10,80.0,11,36.4
TRANSITION,1.37,18.5,5,58.8,1.37,16.1,57.9,16,68.8,3,0.0,1.37,23.0,60.0,8,75.0,7,42.9
Attacking Closeouts,1.06,5.4,0,50.0,1.0,6.8,46.2,12,41.7,1,100.0,1.33,2.9,66.7,3,66.7,0,N/A
Catch & Shoot,1.18,12.8,0,39.5,1.18,17.3,39.4,0,N/A,33,39.4,1.2,4.8,40.0,0,N/A,5,40.0
Off Ball Screens,1.0,0.7,1,100.0,2.0,0.5,100.0,1,100.0,0,N/A,0.0,1.0,N/A,0,N/A,0,N/A
Cutting,1.72,5.7,0,87.5,1.7,8.3,86.7,15,86.7,0,N/A,2.0,1.0,100.0,1,100.0,0,N/A
Off. Rebounds,1.83,2.0,1,100.0,2.0,1.6,100.0,3,100.0,0,N/A,1.67,2.9,100.0,1,100.0,1,100.0
TOTAL,1.19,296,5.4,51.0,1.18,64.5,49.1,111,55.0,52,36.5,1.22,35.5,54.7,49,63.3,37,43.2
