,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.45,36.1,1,71.4,1.4,41.5,72.7,11,72.7,0,N/A,1.67,23.1,66.7,1,100.0,2,50.0
PNR Screener,1.14,2.0,0,N/A,1.14,2.8,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,0.0,2.3,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,7.7,0.0,0,N/A,1,0.0
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.0,2.3,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,7.7,0.0,0,N/A,1,0.0
TRANSITION,1.0,29.5,0,46.2,0.57,22.6,28.6,7,28.6,0,N/A,1.5,46.2,66.7,4,75.0,2,50.0
Attacking Closeouts,3.0,2.3,0,100.0,N/A,0.0,N/A,0,N/A,0,N/A,3.0,7.7,100.0,0,N/A,1,100.0
Catch & Shoot,0.75,9.1,0,25.0,0.75,12.9,25.0,0,N/A,4,25.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,0.67,6.8,1,50.0,0.67,9.7,50.0,1,100.0,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,0.63,10.8,2,0.0,0.8,12.1,N/A,0,N/A,0,N/A,0.0,7.7,0.0,0,N/A,1,0.0
Off. Rebounds,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.08,44,9.1,51.4,0.98,70.5,50.0,19,57.9,5,20.0,1.31,29.5,53.8,5,80.0,8,37.5
