,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.47,34.1,2,62.5,1.35,32.4,57.1,16,62.5,5,40.0,1.66,37.5,72.7,5,60.0,6,83.3
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,0.76,14.4,1,35.7,0.6,13.7,30.0,9,33.3,1,0.0,1.02,15.9,50.0,2,100.0,2,0.0
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,1.04,2.6,0,50.0,1.04,3.9,50.0,2,50.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.03,22.1,2,47.6,0.79,19.2,38.5,7,57.1,6,16.7,1.36,27.9,62.5,6,66.7,2,50.0
TRANSITION,1.07,13.6,1,50.0,0.89,12.3,37.5,3,33.3,5,40.0,1.33,16.2,66.7,4,100.0,2,0.0
Attacking Closeouts,1.06,1.7,0,0.0,1.06,2.6,0.0,0,N/A,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,0.0,2.7,0,0.0,0.0,4.1,0.0,0,N/A,3,0.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,2.05,4.4,1,100.0,2.58,5.3,100.0,1,100.0,2,100.0,0.0,2.7,N/A,0,N/A,0,N/A
Cutting,1.0,3.6,0,50.0,1.0,5.5,50.0,4,50.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,0.0,0.9,0,0.0,0.0,1.4,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.15,110,6.4,50.5,1.04,66.4,43.9,43,51.2,23,30.4,1.38,33.6,65.5,17,76.5,12,50.0
