,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,0.57,5.1,1,33.3,0.0,4.1,0.0,2,0.0,1,0.0,1.0,6.5,66.7,2,100.0,1,0.0
PNR Screener,1.21,10.9,2,58.3,1.42,13.4,62.5,5,60.0,3,66.7,0.8,8.1,50.0,2,100.0,2,0.0
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,1.34,10.9,0,57.1,1.0,5.4,50.0,3,66.7,1,0.0,1.47,17.5,60.0,5,60.0,5,60.0
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.18,38.7,5,53.7,1.15,39.9,54.2,23,52.2,1,100.0,1.21,37.2,52.9,6,83.3,11,36.4
TRANSITION,1.54,13.4,0,68.8,2.0,8.1,100.0,6,100.0,0,N/A,1.31,19.7,50.0,5,60.0,5,40.0
Attacking Closeouts,0.57,9.1,1,20.0,1.11,8.5,50.0,4,50.0,0,N/A,0.0,9.7,0.0,1,0.0,5,0.0
Catch & Shoot,0.75,2.9,0,25.0,0.75,5.4,25.0,0,N/A,4,25.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,1.33,2.2,1,100.0,1.33,4.1,100.0,2,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,2.13,1.4,0,100.0,2.13,2.5,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,1.42,5.7,0,66.7,1.31,9.3,66.7,6,66.7,0,N/A,2.27,1.4,N/A,0,N/A,0,N/A
TOTAL,1.18,136,7.4,53.6,1.22,54.4,58.1,52,61.5,10,40.0,1.13,45.6,48.0,21,71.4,29,31.0
