Shot Type,PNR BH,PNR SC,DHO BH,DHO SC,DBL BH,DBL SC,ISO,TRAN,ACO,C/S,OBS,CUT,OREB
shoot2FGA,30,7,0,0,0,0,14,43,0,0,0,8,1
shoot2FGM,16,7,0,0,0,0,11,22,0,0,0,8,1
shoot2FTA,0,0,0,0,0,0,19,20,0,0,0,0,0
shoot2FTM,0,0,0,0,0,0,18,18,0,0,0,0,0
shoot2TO,0,0,0,0,0,0,1,7,0,0,0,0,0
shoot3FGA,15,0,0,0,0,0,9,7,0,15,0,0,0
shoot3FGM,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3TO,0,0,0,0,0,0,0,0,0,0,0,0,0
pass2FGA,56,0,1,7,0,0,10,0,8,0,0,0,1
pass2FGM,21,0,0,0,0,0,8,0,1,0,0,0,1
pass2FTA,23,0,0,0,0,0,0,14,0,0,0,0,0
pass2FTM,23,0,0,0,0,0,0,14,0,0,0,0,0
pass2TO,1,0,0,0,0,0,0,7,0,0,0,0,0
pass3FGA,16,0,0,0,0,0,24,16,0,0,0,0,1
pass3FGM,16,0,0,0,0,0,8,8,0,0,0,0,1
pass3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3TO,0,0,0,0,0,0,0,1,0,0,0,0,0
