,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.3,17.1,1,57.1,1.49,11.9,63.2,11,72.7,8,50.0,1.15,25.9,52.2,12,75.0,11,27.3
PNR Screener,1.22,4.5,2,66.7,1.16,5.9,62.5,7,71.4,1,0.0,1.5,2.0,100.0,0,N/A,1,100.0
DHO Ball Handler,0.85,4.7,2,45.5,1.0,2.9,40.0,3,33.3,2,50.0,0.75,7.9,50.0,4,75.0,2,0.0
DHO Screener,0.78,3.3,1,37.5,0.67,1.7,33.3,2,50.0,1,0.0,0.83,5.9,40.0,3,33.3,2,50.0
DBL Ball Handler,0.0,0.7,0,0.0,0.0,0.6,0.0,1,0.0,0,N/A,0.0,1.0,0.0,0,N/A,1,0.0
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.8,21.0,9,37.2,0.83,20.7,39.3,20,45.0,8,25.0,0.74,21.5,33.3,8,25.0,7,42.9
TRANSITION,0.94,11.5,0,43.3,0.95,10.3,47.1,15,53.3,2,0.0,0.94,13.7,38.5,7,42.9,6,33.3
Attacking Closeouts,1.03,12.4,3,42.9,0.99,11.6,41.2,14,35.7,3,66.7,1.08,13.7,45.5,3,33.3,8,50.0
Catch & Shoot,0.97,13.5,0,32.4,0.97,19.5,32.4,0,N/A,34,32.4,1.0,3.0,33.3,0,N/A,3,33.3
Off Ball Screens,1.47,2.0,0,60.0,1.0,1.7,33.3,1,0.0,2,50.0,2.05,2.4,100.0,2,100.0,0,N/A
Cutting,1.08,6.1,0,50.0,1.17,7.8,54.5,11,54.5,0,N/A,0.67,3.0,33.3,1,100.0,2,0.0
Off. Rebounds,1.02,3.5,1,57.1,1.02,5.6,57.1,7,57.1,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.0,275,6.9,44.5,1.03,63.3,44.4,92,51.1,61,34.4,0.97,36.7,44.6,40,55.0,43,34.9
