,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,0.0,10.5,0,0.0,0.0,7.7,0.0,1,0.0,0,N/A,0.0,16.7,0.0,1,0.0,0,N/A
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,0.0,10.5,1,0.0,0.0,7.7,0.0,0,N/A,1,0.0,0.0,16.7,N/A,0,N/A,0,N/A
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.0,10.5,0,0.0,0.0,15.4,0.0,2,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TRANSITION,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Attacking Closeouts,0.6,26.3,0,20.0,0.0,15.4,0.0,2,0.0,0,N/A,1.0,50.0,33.3,0,N/A,3,33.3
Catch & Shoot,0.5,31.6,0,16.7,0.5,46.2,16.7,0,N/A,6,16.7,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,2.13,9.9,0,100.0,2.27,6.8,N/A,0,N/A,0,N/A,2.0,16.7,100.0,1,100.0,0,N/A
Off. Rebounds,1.14,4.6,0,N/A,1.14,6.8,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,0.56,19,5.3,17.6,0.44,68.4,8.3,5,0.0,7,14.3,0.83,31.6,40.0,2,50.0,3,33.3
