,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
PNR Screener,1.16,29.9,1,60.0,0.85,29.4,50.0,4,50.0,0,N/A,3.0,33.3,100.0,0,N/A,1,100.0
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,1.25,17.4,0,50.0,1.0,10.0,50.0,2,50.0,0,N/A,1.5,66.7,50.0,0,N/A,2,50.0
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.0,8.7,0,50.0,1.0,10.0,50.0,2,50.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TRANSITION,0.0,4.3,0,0.0,0.0,5.0,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Attacking Closeouts,0.0,8.7,0,0.0,0.0,10.0,0.0,2,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,1.43,21.2,0,75.0,1.43,24.4,75.0,4,75.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,1.33,13.0,0,66.7,1.33,15.0,66.7,3,66.7,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.09,23,4.3,52.4,0.96,87.0,50.0,18,50.0,0,N/A,2.0,13.0,66.7,0,nan,3,66.7
