,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.39,33.6,1,61.5,1.67,33.3,66.7,2,100.0,4,50.0,1.18,33.8,57.1,3,100.0,4,25.0
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,1.0,11.6,0,40.0,3.0,5.6,100.0,0,N/A,1,100.0,0.5,16.0,25.0,2,50.0,2,0.0
DHO Screener,0.0,2.3,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,4.0,0.0,1,0.0,0,N/A
DBL Ball Handler,0.0,2.3,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,4.0,0.0,0,N/A,1,0.0
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.83,14.0,1,40.0,0.67,16.7,33.3,2,50.0,1,0.0,1.0,12.0,50.0,0,N/A,2,50.0
TRANSITION,1.02,13.7,0,40.0,0.0,11.1,0.0,1,0.0,1,0.0,1.55,15.5,66.7,1,100.0,2,50.0
Attacking Closeouts,1.86,16.3,0,71.4,2.5,22.2,100.0,2,100.0,2,100.0,1.0,12.0,33.3,1,0.0,2,50.0
Catch & Shoot,0.0,4.7,0,0.0,0.0,11.1,0.0,0,N/A,2,0.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,2.08,3.3,0,100.0,N/A,0.0,N/A,0,N/A,0,N/A,2.08,5.8,100.0,1,100.0,0,N/A
Cutting,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.19,43,4.7,50.0,1.39,41.9,55.6,7,71.4,11,45.5,1.05,58.1,45.5,9,66.7,13,30.8
