,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
JOKIC,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
GORDON,2.27,8.8%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,2.27,22.0%,N/A,0,N/A,0,N/A
BRYANT,1.16,68.8%,0,50.0%,1.39,48.0%,50.0%,2,50.0%,0,N/A,1.0,100.0%,50.0%,3,66.7%,1,0.0%
NNAJI,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
OTHERS,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
ISO,0.0,20.0%,0,0.0%,0.0,33.3%,0.0%,1,0.0%,1,0.0%,N/A,0.0%,N/A,0,N/A,0,N/A
Transition,0.0,10.0%,0,0.0%,0.0,16.7%,0.0%,0,N/A,1,0.0%,N/A,0.0%,N/A,0,N/A,0,N/A
Attacking Closeouts,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
Catch & Shoot,0.0,10.0%,0,0.0%,0.0,16.7%,0.0%,0,N/A,1,0.0%,N/A,0.0%,N/A,0,N/A,0,N/A
Off Ball Screens,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
Cutting,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
Off. Rebounds,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
PNR / DHO,1.67,60.0%,0,50.0%,2.0,33.3%,50.0%,2,50.0%,0,N/A,2,66.7%,50.0%,3,66.7%,1,0.0%
TOTAL,0.85,10,0.0%,30.0%,0.58,60.0%,16.7%,3,33.3%,3,0.0%,1.23,40.0%,50.0%,3,66.7%,1,0.0%
