,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,0.96,21.5,9,44.3,0.85,14.8,35.1,27,44.4,10,10.0,1.06,33.8,52.4,27,59.3,15,40.0
PNR Screener,1.39,6.5,0,58.3,1.47,9.0,61.9,19,57.9,2,100.0,0.67,1.9,33.3,1,100.0,2,0.0
DHO Ball Handler,1.13,2.0,0,50.0,1.19,2.0,60.0,5,60.0,0,N/A,1.0,1.9,33.3,2,0.0,1,100.0
DHO Screener,0.79,2.0,1,42.9,0.0,0.7,0.0,1,0.0,0,N/A,1.02,4.4,50.0,6,50.0,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.08,21.1,7,47.4,1.0,20.5,42.6,39,41.0,8,50.0,1.2,22.2,54.8,14,71.4,17,41.2
TRANSITION,1.29,18.7,7,55.4,1.33,15.9,54.8,25,64.0,6,16.7,1.23,23.9,56.0,13,76.9,12,33.3
Attacking Closeouts,1.09,6.2,0,48.0,1.06,7.5,47.4,18,44.4,1,100.0,1.17,3.8,50.0,4,50.0,2,50.0
Catch & Shoot,1.08,13.7,1,36.7,1.07,19.5,36.4,0,N/A,55,36.4,1.2,3.2,40.0,0,N/A,5,40.0
Off Ball Screens,0.67,0.7,1,50.0,1.0,0.7,50.0,2,50.0,0,N/A,0.0,0.6,N/A,0,N/A,0,N/A
Cutting,1.53,5.2,0,77.3,1.56,6.9,78.9,19,78.9,0,N/A,1.33,1.9,66.7,2,100.0,1,0.0
Off. Rebounds,1.75,2.5,1,88.9,2.03,2.4,100.0,6,100.0,0,N/A,1.25,2.5,66.7,1,100.0,2,50.0
TOTAL,1.15,444,6.1,49.7,1.15,64.6,48.1,161,54.7,82,35.4,1.13,35.4,52.8,70,64.3,57,38.6
