,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.23,15.1,8,53.7,1.35,14.3,58.1,44,59.1,18,55.6,1.04,16.4,45.5,18,44.4,15,46.7
PNR Screener,0.97,3.0,2,40.0,0.95,3.7,38.5,12,41.7,1,0.0,1.05,1.8,50.0,0,N/A,2,50.0
DHO Ball Handler,0.89,5.8,1,34.1,0.9,6.2,36.7,16,37.5,14,35.7,0.87,5.2,27.3,5,20.0,6,33.3
DHO Screener,0.84,4.9,1,34.3,0.58,1.4,16.7,5,20.0,1,0.0,0.9,11.4,37.9,15,40.0,14,35.7
DBL Ball Handler,1.74,0.8,0,50.0,1.06,0.4,0.0,1,0.0,0,N/A,2.06,1.5,66.7,1,0.0,2,100.0
DBL Screener,1.5,0.3,0,50.0,1.5,0.4,50.0,1,0.0,1,100.0,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.05,23.2,16,49.0,1.03,20.0,47.6,74,45.9,8,62.5,1.08,29.2,50.8,30,70.0,33,33.3
TRANSITION,1.29,17.3,6,56.4,1.4,13.2,61.1,41,63.4,13,53.8,1.18,24.8,51.8,27,66.7,29,37.9
Attacking Closeouts,1.15,5.2,6,54.8,0.99,6.4,50.0,19,52.6,5,40.0,1.75,3.0,71.4,1,100.0,6,66.7
Catch & Shoot,1.19,12.6,0,40.4,1.2,19.2,40.9,3,100.0,90,38.9,0.0,0.4,0.0,0,N/A,1,0.0
Off Ball Screens,0.89,2.5,2,41.2,0.86,2.9,35.7,5,60.0,9,22.2,1.0,1.9,66.7,1,100.0,2,50.0
Cutting,1.47,4.8,1,69.0,1.51,6.4,75.0,24,75.0,0,N/A,1.2,1.9,40.0,1,0.0,4,50.0
Off. Rebounds,1.3,4.5,0,58.6,1.23,5.5,59.1,22,59.1,0,N/A,1.57,2.7,57.1,2,50.0,5,60.0
TOTAL,1.15,750,5.7,49.1,1.18,64.8,49.6,267,54.3,160,41.9,1.11,35.2,48.2,101,56.4,119,41.2
