,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,0.68,39.5,1,33.3,0.51,34.1,22.2,6,33.3,3,0.0,0.89,49.2,50.0,3,100.0,3,0.0
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,2.5,4.4,0,100.0,2.0,3.4,100.0,1,100.0,0,N/A,3.0,6.2,100.0,0,N/A,1,100.0
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.01,19.7,1,42.9,1.02,23.7,40.0,4,25.0,1,100.0,1.0,12.5,50.0,1,100.0,1,0.0
TRANSITION,0.86,15.6,2,60.0,0.67,10.3,33.3,1,100.0,2,0.0,1.0,25.0,100.0,2,100.0,0,N/A
Attacking Closeouts,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,0.9,22.2,0,30.0,0.38,27.6,12.5,0,N/A,8,12.5,3.0,12.5,100.0,0,N/A,2,100.0
Off Ball Screens,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,2.0,2.2,0,100.0,2.0,3.4,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,0.92,45,8.9,42.5,0.71,64.4,29.6,13,46.2,14,14.3,1.3,35.6,69.2,6,100.0,7,42.9
