,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
PNR Screener,0.67,14.3,0,33.3,1.0,15.4,50.0,2,50.0,0,N/A,0.0,12.5,0.0,0,N/A,1,0.0
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,0.0,4.8,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,12.5,0.0,0,N/A,1,0.0
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,2.0,4.8,0,100.0,2.0,7.7,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.0,4.8,0,0.0,0.0,7.7,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TRANSITION,1.77,26.9,0,66.7,0.0,7.7,0.0,0,N/A,1,0.0,2.16,58.0,100.0,2,100.0,0,N/A
Attacking Closeouts,1.0,9.5,0,50.0,2.0,7.7,100.0,1,100.0,0,N/A,0.0,12.5,0.0,0,N/A,1,0.0
Catch & Shoot,0.43,33.3,0,14.3,0.43,53.8,14.3,0,N/A,7,14.3,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,0.0,4.8,1,N/A,N/A,0.0,N/A,0,N/A,0,N/A,0.0,12.5,N/A,0,N/A,0,N/A
TOTAL,0.88,21,4.8,33.3,0.69,61.9,30.8,5,60.0,8,12.5,1.16,38.1,40.0,2,100.0,3,0.0
