,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.26,30.4,4,62.5,1.3,20.7,71.4,6,83.3,1,0.0,1.22,51.3,55.6,3,100.0,6,33.3
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,2.0,1.3,0,100.0,N/A,0.0,N/A,0,N/A,0,N/A,2.0,4.2,100.0,1,100.0,0,N/A
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,2.0,1.3,0,100.0,N/A,0.0,N/A,0,N/A,0,N/A,2.0,4.2,100.0,1,100.0,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.48,25.8,1,62.5,1.83,26.2,72.7,7,71.4,4,75.0,0.67,25.0,40.0,3,66.7,2,0.0
TRANSITION,1.16,17.1,1,37.5,0.9,21.3,28.6,4,50.0,3,0.0,2.66,7.8,100.0,0,N/A,1,100.0
Attacking Closeouts,0.94,15.5,2,37.5,0.74,20.7,28.6,4,50.0,3,0.0,3.0,4.2,100.0,0,N/A,1,100.0
Catch & Shoot,1.5,2.6,0,50.0,1.5,3.8,50.0,0,N/A,2,50.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,1.0,2.6,0,50.0,1.0,3.8,50.0,2,50.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,1.39,3.8,0,50.0,2.13,3.6,100.0,1,100.0,0,N/A,0.0,4.2,0.0,1,0.0,0,N/A
Off. Rebounds,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.27,76,10.5,55.4,1.27,68.4,54.1,24,66.7,13,30.8,1.28,31.6,57.9,9,77.8,10,40.0
