Shot Type,PNR BH,PNR SC,DHO BH,DHO SC,DBL BH,DBL SC,ISO,TRAN,ACO,C/S,OBS,CUT,OREB
shoot2FGA,45,18,22,6,2,1,96,50,12,0,11,41,25
shoot2FGM,26,12,10,3,1,0,51,33,6,0,9,27,16
shoot2FTA,15,10,3,2,2,0,28,31,11,0,6,21,6
shoot2FTM,15,8,3,2,1,0,24,29,10,0,5,15,4
shoot2TO,1,1,0,0,0,0,6,6,3,0,2,2,0
shoot3FGA,12,7,12,3,0,0,15,20,2,73,8,0,0
shoot3FGM,5,4,3,1,0,0,6,9,0,27,4,0,0
shoot3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3TO,0,0,0,0,0,0,1,0,0,0,1,0,0
pass2FGA,22,5,5,17,1,0,44,28,4,1,1,1,1
pass2FGM,16,4,3,9,0,0,32,20,3,1,1,1,0
pass2FTA,8,1,4,4,0,0,26,15,0,0,0,0,2
pass2FTM,5,1,2,3,0,0,20,13,0,0,0,0,2
pass2TO,3,4,0,0,0,1,9,2,0,0,1,1,0
pass3FGA,21,6,6,13,0,0,35,25,7,0,2,3,3
pass3FGM,11,2,1,4,0,0,16,12,1,0,0,1,0
pass3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3TO,1,1,4,0,0,0,5,2,0,0,1,2,0
