,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,0.9,21.8,0,38.7,0.85,15.3,35.7,13,38.5,1,0.0,0.94,35.4,41.2,8,62.5,9,22.2
PNR Screener,1.3,6.8,3,85.7,1.83,6.0,100.0,4,100.0,1,100.0,0.5,8.3,50.0,1,100.0,1,0.0
DHO Ball Handler,1.0,1.4,0,50.0,0.0,1.0,0.0,1,0.0,0,N/A,2.0,2.1,100.0,1,100.0,0,N/A
DHO Screener,2.0,0.7,0,100.0,2.0,1.0,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,1.43,3.3,0,50.0,1.0,2.0,50.0,2,50.0,0,N/A,1.74,6.0,50.0,0,N/A,2,50.0
DBL Screener,2.27,0.6,0,N/A,2.27,0.9,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.82,23.0,5,44.8,0.81,27.0,45.5,16,50.0,6,33.3,0.86,14.6,42.9,4,75.0,3,0.0
TRANSITION,1.19,10.8,1,60.0,1.44,9.0,66.7,6,83.3,3,33.3,0.86,14.6,50.0,4,75.0,2,0.0
Attacking Closeouts,0.83,8.1,1,45.5,1.0,8.0,50.0,7,57.1,1,0.0,0.5,8.3,33.3,2,50.0,1,0.0
Catch & Shoot,0.4,13.5,0,15.0,0.33,18.0,11.1,0,N/A,18,11.1,1.0,4.2,50.0,1,100.0,1,0.0
Off Ball Screens,0.0,1.4,0,0.0,0.0,2.0,0.0,1,0.0,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,0.89,6.1,0,44.4,1.0,8.0,50.0,8,50.0,0,N/A,0.0,2.1,0.0,0,N/A,1,0.0
Off. Rebounds,0.6,3.4,1,25.0,0.0,2.0,0.0,1,0.0,0,N/A,1.0,6.2,33.3,1,0.0,2,50.0
TOTAL,0.88,148,7.4,42.2,0.87,67.6,41.8,60,53.3,31,19.4,0.9,32.4,43.2,22,68.2,22,18.2
