,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
PNR Screener,1.0,13.2,1,50.0,1.0,11.1,33.3,1,0.0,2,50.0,1.0,18.2,100.0,1,100.0,0,N/A
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,0.67,7.9,0,33.3,0.0,3.7,0.0,1,0.0,0,N/A,1.0,18.2,50.0,1,100.0,1,0.0
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,1.0,5.3,0,50.0,1.0,7.4,50.0,1,100.0,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.21,19.6,1,66.7,0.87,12.7,50.0,2,50.0,0,N/A,1.5,36.4,75.0,3,100.0,1,0.0
TRANSITION,2.0,13.2,1,100.0,1.0,7.4,100.0,1,100.0,0,N/A,2.67,27.3,100.0,1,100.0,2,100.0
Attacking Closeouts,0.67,7.9,1,50.0,0.67,11.1,50.0,2,50.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,0.38,21.1,0,12.5,0.38,29.6,12.5,0,N/A,8,12.5,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,0.0,2.3,0,N/A,0.0,3.3,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,1.0,10.5,0,50.0,1.0,14.8,50.0,4,50.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,0.97,38,10.5,48.5,0.7,71.1,34.8,12,50.0,11,18.2,1.64,28.9,80.0,6,100.0,4,50.0
