,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.01,35.1,0,50.0,1.14,46.4,57.1,6,66.7,1,0.0,0.67,21.4,33.3,2,50.0,1,0.0
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,0.6,16.1,1,25.0,0.0,17.6,0.0,1,0.0,1,0.0,1.5,14.3,50.0,0,N/A,2,50.0
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,3.0,3.2,0,100.0,N/A,0.0,N/A,0,N/A,0,N/A,3.0,7.1,100.0,0,N/A,1,100.0
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.17,19.4,1,60.0,1.33,17.6,66.7,2,100.0,1,0.0,1.0,21.4,50.0,1,0.0,1,100.0
TRANSITION,1.0,22.6,1,50.0,1.5,11.8,50.0,0,N/A,2,50.0,0.8,35.7,50.0,3,66.7,1,0.0
Attacking Closeouts,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,0.0,3.2,0,0.0,0.0,5.9,0.0,0,N/A,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,2.27,2.8,0,N/A,2.27,5.2,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.04,31,9.7,48.1,1.01,54.8,46.7,9,66.7,6,16.7,1.07,45.2,50.0,6,50.0,6,50.0
