,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
JOKIC,0.79,38.9%,3,45.5%,0.83,26.1%,33.3%,3,33.3%,3,33.3%,0.75,61.5%,60.0%,3,100.0%,2,0.0%
GORDON,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
BRYANT,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
NNAJI,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
OTHERS,2.27,2.4%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,2.27,6.8%,N/A,0,N/A,0,N/A
ISO,1.26,24.3%,0,42.9%,1.02,25.6%,40.0%,5,40.0%,0,N/A,1.74,22.2%,50.0%,1,0.0%,1,100.0%
Transition,1.6,19.1%,1,80.0%,1.87,25.6%,80.0%,3,100.0%,2,50.0%,0.0,7.7%,N/A,0,N/A,0,N/A
Attacking Closeouts,0.0,5.6%,1,0.0%,0.0,8.7%,0.0%,1,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
Catch & Shoot,1.0,8.3%,0,33.3%,0.0,8.7%,0.0%,0,N/A,2,0.0%,3.0,7.7%,100.0%,0,N/A,1,100.0%
Off Ball Screens,1.0,5.6%,0,50.0%,1.0,8.7%,50.0%,1,100.0%,1,0.0%,N/A,0.0%,N/A,0,N/A,0,N/A
Cutting,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
Off. Rebounds,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
PNR / DHO,0.93,38.9%,3,45.5%,0.83,42.9%,33.3%,3,33.3%,3,33.3%,1,57.1%,60.0%,3,100.0%,2,0.0%
TOTAL,1.07,36,13.9%,48.3%,1.01,63.9%,42.9%,13,53.8%,8,25.0%,1.16,36.1%,62.5%,4,75.0%,4,50.0%
