,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,0.88,27.6%,1,42.9%,0.67,16.7%,33.3%,3,33.3%,0,N/A,1.0,45.5%,50.0%,1,100.0%,3,33.3%
PNR Screener,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
DHO Ball Handler,0.69,9.9%,0,0.0%,0.0,11.1%,0.0%,2,0.0%,0,N/A,2.27,8.0%,N/A,0,N/A,0,N/A
DHO Screener,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
DBL Ball Handler,0.5,13.8%,0,25.0%,0.0,5.6%,0.0%,1,0.0%,0,N/A,0.67,27.3%,33.3%,2,50.0%,1,0.0%
DBL Screener,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
ISOLATION,1.0,20.7%,0,50.0%,1.0,33.3%,50.0%,6,50.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
TRANSITION,1.67,10.3%,0,66.7%,0.0,5.6%,0.0%,1,0.0%,0,N/A,2.5,18.2%,100.0%,1,100.0%,1,100.0%
Attacking Closeouts,1.0,6.9%,0,50.0%,1.0,11.1%,50.0%,2,50.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
Catch & Shoot,3.0,10.3%,0,100.0%,3.0,16.7%,100.0%,0,N/A,3,100.0%,N/A,0.0%,N/A,0,N/A,0,N/A
Off Ball Screens,1.06,6.5%,0,0.0%,2.27,4.9%,N/A,0,N/A,0,N/A,0.0,9.1%,0.0%,0,N/A,1,0.0%
Cutting,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
Off. Rebounds,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
TOTAL,1.14,29,3.4%,46.4%,1.11,62.1%,44.4%,15,33.3%,3,100.0%,1.18,37.9%,50.0%,4,75.0%,6,33.3%
