,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.03,11.4,0,33.3,2.27,4.9,N/A,0,N/A,0,N/A,0.67,18.8,33.3,2,50.0,1,0.0
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,0.29,20.6,2,20.0,0.0,16.7,0.0,2,0.0,1,0.0,0.5,25.0,50.0,2,50.0,0,N/A
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,0.0,2.9,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,6.2,0.0,1,0.0,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.22,33.9,1,57.1,1.48,37.6,60.0,4,75.0,1,0.0,0.84,29.8,50.0,2,50.0,0,N/A
TRANSITION,1.04,19.9,0,20.0,1.29,21.6,33.3,1,0.0,2,50.0,0.69,18.0,0.0,2,0.0,0,N/A
Attacking Closeouts,1.0,5.9,0,50.0,0.0,5.6,0.0,1,0.0,0,N/A,2.0,6.2,100.0,1,100.0,0,N/A
Catch & Shoot,3.0,5.9,0,100.0,3.0,11.1,100.0,0,N/A,2,100.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,3.0,2.9,0,100.0,3.0,5.6,100.0,0,N/A,1,100.0,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.08,34,8.8,42.3,1.4,52.9,46.7,8,37.5,7,57.1,0.72,47.1,36.4,10,40.0,1,0.0
