,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,0.8,16.1,1,50.0,0.0,7.1,0.0,0,N/A,1,0.0,1.0,23.5,66.7,2,100.0,1,0.0
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,1.5,19.4,1,80.0,1.8,35.7,80.0,4,75.0,1,100.0,0.0,5.9,N/A,0,N/A,0,N/A
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.29,22.6,0,14.3,0.67,21.4,33.3,2,50.0,1,0.0,0.0,23.5,0.0,2,0.0,2,0.0
TRANSITION,1.2,32.3,1,66.7,1.0,14.3,50.0,1,100.0,1,0.0,1.25,47.1,71.4,6,83.3,1,0.0
Attacking Closeouts,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,3.0,6.5,0,100.0,3.0,14.3,100.0,0,N/A,2,100.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,0.0,3.2,0,0.0,0.0,7.1,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.06,31,9.7,53.6,1.36,45.2,57.1,8,62.5,6,50.0,0.82,54.8,50.0,10,70.0,4,0.0
