,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.24,30.6%,1,57.1%,1.23,34.9%,50.0%,2,50.0%,2,50.0%,1.25,26.7%,66.7%,2,50.0%,1,100.0%
PNR Screener,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
DHO Ball Handler,1.0,27.6%,1,42.9%,1.25,28.6%,50.0%,2,50.0%,2,50.0%,0.75,26.7%,33.3%,1,0.0%,2,50.0%
DHO Screener,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
DBL Ball Handler,1.67,10.3%,0,66.7%,3.0,7.1%,100.0%,0,N/A,1,100.0%,1.0,13.3%,50.0%,1,100.0%,1,0.0%
DBL Screener,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
ISOLATION,0.5,13.8%,0,25.0%,1.0,14.3%,50.0%,2,50.0%,0,N/A,0.0,13.3%,0.0%,0,N/A,2,0.0%
TRANSITION,0.67,10.3%,0,33.3%,N/A,0.0%,N/A,0,N/A,0,N/A,0.67,20.0%,33.3%,2,50.0%,1,0.0%
Attacking Closeouts,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
Catch & Shoot,3.0,6.9%,0,100.0%,3.0,14.3%,100.0%,0,N/A,2,100.0%,N/A,0.0%,N/A,0,N/A,0,N/A
Off Ball Screens,3.0,3.4%,0,100.0%,3.0,7.1%,100.0%,0,N/A,1,100.0%,N/A,0.0%,N/A,0,N/A,0,N/A
Cutting,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
Off. Rebounds,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
TOTAL,1.24,29,6.9%,51.9%,1.68,48.3%,64.3%,6,50.0%,8,75.0%,0.8,51.7%,38.5%,6,50.0%,7,28.6%
