,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.22,10.8,1,50.0,2.04,6.7,80.0,3,66.7,2,100.0,0.62,19.5,28.6,5,20.0,2,50.0
PNR Screener,1.0,1.6,0,50.0,1.0,2.3,50.0,2,50.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,0.0,0.8,0,0.0,0.0,1.1,0.0,0,N/A,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,0.0,0.8,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,2.4,0.0,0,N/A,1,0.0
DBL Ball Handler,1.67,2.3,0,66.7,N/A,0.0,N/A,0,N/A,0,N/A,1.67,7.3,66.7,1,100.0,2,50.0
DBL Screener,1.0,1.6,0,50.0,1.0,2.3,50.0,1,100.0,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.94,35.3,4,42.1,0.98,38.1,44.4,20,50.0,7,28.6,0.83,29.3,36.4,5,40.0,6,33.3
TRANSITION,1.33,21.1,3,72.2,1.28,18.6,70.0,10,70.0,0,N/A,1.39,26.2,75.0,6,83.3,2,50.0
Attacking Closeouts,0.2,7.8,2,12.5,0.0,5.7,0.0,4,0.0,0,N/A,0.4,12.2,25.0,2,50.0,2,0.0
Catch & Shoot,1.07,10.9,0,35.7,1.07,15.9,35.7,2,0.0,12,41.7,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,1.0,2.3,1,50.0,1.5,2.3,50.0,0,N/A,2,50.0,0.0,2.4,N/A,0,N/A,0,N/A
Cutting,0.86,5.4,0,42.9,1.0,6.8,50.0,6,50.0,0,N/A,0.0,2.4,0.0,1,0.0,0,N/A
Off. Rebounds,2.0,0.8,0,100.0,2.0,1.1,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.02,129,8.5,45.9,1.08,68.2,47.3,49,51.0,25,40.0,0.89,31.8,42.9,20,50.0,15,33.3
