,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
JOKIC,2.0,16.7%,0,100.0%,N/A,0.0%,N/A,0,N/A,0,N/A,2.0,50.0%,100.0%,1,100.0%,0,N/A
GORDON,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
BRYANT,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
GREEN,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
OTHERS,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
ISO,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
Transition,2.08,24.0%,0,100.0%,2.08,36.0%,100.0%,1,100.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
Attacking Closeouts,1.5,33.3%,1,100.0%,0.0,25.0%,N/A,0,N/A,0,N/A,3.0,50.0%,100.0%,0,N/A,1,100.0%
Catch & Shoot,3.0,16.7%,0,100.0%,3.0,25.0%,100.0%,0,N/A,1,100.0%,N/A,0.0%,N/A,0,N/A,0,N/A
Off Ball Screens,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
Cutting,1.14,14.7%,0,N/A,1.14,22.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
Off. Rebounds,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
PNR / DHO,2.0,16.7%,0,100.0%,N/A,0.0%,nan%,0,nan%,0,N/A,2,100.0%,100.0%,1,100.0%,0,N/A
TOTAL,1.9,6,16.7%,100.0%,1.62,66.7%,100.0%,1,100.0%,1,100.0%,2.5,33.3%,100.0%,1,100.0%,1,100.0%
