,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.33,23.7,2,56.0,0.76,20.4,33.3,11,36.4,4,25.0,2.21,31.8,90.0,5,80.0,5,100.0
PNR Screener,1.84,7.7,1,85.7,2.05,8.1,83.3,4,75.0,2,100.0,1.23,6.6,100.0,1,100.0,0,N/A
DHO Ball Handler,0.76,6.2,0,28.6,0.52,4.3,0.0,1,0.0,2,0.0,1.0,10.8,50.0,3,66.7,1,0.0
DHO Screener,0.87,5.4,1,40.0,1.33,3.3,66.7,3,66.7,0,N/A,0.52,10.5,0.0,0,N/A,2,0.0
DBL Ball Handler,3.0,0.8,0,100.0,N/A,0.0,N/A,0,N/A,0,N/A,3.0,2.7,100.0,0,N/A,1,100.0
DBL Screener,3.0,0.8,0,100.0,3.0,1.1,100.0,0,N/A,1,100.0,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.01,18.7,3,47.4,0.96,19.7,42.9,10,50.0,4,25.0,1.17,16.2,60.0,2,100.0,3,33.3
TRANSITION,1.67,3.3,0,50.0,1.51,3.7,50.0,2,50.0,0,N/A,2.27,2.4,N/A,0,N/A,0,N/A
Attacking Closeouts,1.48,9.6,1,66.7,1.41,10.2,66.7,2,100.0,4,50.0,1.67,8.1,66.7,1,100.0,2,50.0
Catch & Shoot,1.59,13.4,0,52.9,1.59,18.9,52.9,0,N/A,17,52.9,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,1.25,3.1,1,66.7,1.25,4.4,66.7,1,100.0,2,50.0,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,1.0,4.7,1,60.0,1.2,5.6,60.0,5,60.0,0,N/A,0.0,2.7,N/A,0,N/A,0,N/A
Off. Rebounds,1.2,3.9,0,40.0,0.0,1.1,0.0,1,0.0,0,N/A,1.5,10.8,50.0,1,0.0,3,66.7
TOTAL,1.31,127,7.9,54.7,1.22,70.9,50.0,40,52.5,36,47.2,1.53,29.1,66.7,13,76.9,17,58.8
