,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,2.08,20.6,0,100.0,2.08,28.8,100.0,2,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,0.0,7.1,0,0.0,0.0,10.0,0.0,0,N/A,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.0,14.3,0,50.0,0.0,10.0,0.0,1,0.0,0,N/A,2.0,25.0,100.0,1,100.0,0,N/A
TRANSITION,2.0,14.3,0,100.0,2.0,10.0,100.0,1,100.0,0,N/A,2.0,25.0,100.0,1,100.0,0,N/A
Attacking Closeouts,1.74,20.6,0,50.0,N/A,0.0,N/A,0,N/A,0,N/A,1.74,72.0,50.0,1,0.0,1,100.0
Catch & Shoot,1.2,35.7,0,40.0,1.2,50.0,40.0,0,N/A,5,40.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.46,14,0.0,57.1,1.29,71.4,50.0,4,75.0,6,33.3,1.84,28.6,75.0,3,66.7,1,100.0
