,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.64,17.5,0,63.6,1.14,14.6,42.9,2,50.0,5,40.0,2.5,26.7,100.0,2,100.0,2,100.0
PNR Screener,0.0,1.6,0,0.0,0.0,2.1,0.0,0,N/A,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,1.01,28.4,2,46.7,1.0,27.1,38.5,5,40.0,8,37.5,1.02,32.5,100.0,1,100.0,1,100.0
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.33,9.5,1,20.0,0.33,12.5,20.0,3,33.3,2,0.0,N/A,0.0,N/A,0,N/A,0,N/A
TRANSITION,0.8,7.9,1,50.0,0.67,6.2,33.3,1,100.0,2,0.0,1.0,13.3,100.0,1,100.0,0,N/A
Attacking Closeouts,1.17,9.5,1,60.0,3.0,2.1,100.0,0,N/A,1,100.0,0.8,33.3,50.0,3,66.7,1,0.0
Catch & Shoot,2.0,9.5,1,80.0,2.0,12.5,80.0,0,N/A,5,80.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,2.0,7.9,0,80.0,2.0,10.4,80.0,2,100.0,3,66.7,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,2.0,9.5,0,100.0,2.0,12.5,100.0,6,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.3,63,9.5,59.6,1.29,76.2,54.3,19,68.4,27,44.4,1.32,23.8,81.8,7,85.7,4,75.0
