,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.13,18.7,1,47.8,1.37,20.5,58.8,13,61.5,4,50.0,0.29,14.3,16.7,4,25.0,2,0.0
PNR Screener,0.25,4.7,2,20.0,0.41,4.1,25.0,4,25.0,0,N/A,0.0,6.2,0.0,0,N/A,1,0.0
DHO Ball Handler,0.51,4.7,1,16.7,0.0,3.4,0.0,2,0.0,1,0.0,1.03,8.1,33.3,2,50.0,1,0.0
DHO Screener,0.68,3.5,0,20.0,1.39,2.4,50.0,2,50.0,0,N/A,0.0,6.2,0.0,2,0.0,1,0.0
DBL Ball Handler,0.0,1.2,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,4.2,0.0,0,N/A,2,0.0
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.8,20.3,4,35.7,0.82,21.8,38.1,19,31.6,2,100.0,0.75,16.7,28.6,1,0.0,6,33.3
TRANSITION,1.38,18.3,3,56.5,1.2,14.8,50.0,10,50.0,2,50.0,1.63,26.8,63.6,4,50.0,7,71.4
Attacking Closeouts,1.45,4.1,1,80.0,2.06,3.3,100.0,3,100.0,0,N/A,0.67,6.2,50.0,1,100.0,1,0.0
Catch & Shoot,0.86,12.7,0,28.6,0.86,17.8,28.6,0,N/A,21,28.6,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,1.25,2.4,0,50.0,1.0,2.5,33.3,1,0.0,2,50.0,2.0,2.1,100.0,1,100.0,0,N/A
Cutting,1.33,1.8,0,66.7,1.33,2.5,66.7,3,66.7,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,1.15,7.8,0,53.8,1.5,6.8,75.0,8,75.0,0,N/A,0.6,10.4,20.0,0,N/A,5,20.0
TOTAL,1.0,166,7.2,42.0,1.07,71.1,45.4,65,49.2,32,37.5,0.82,28.9,34.1,15,40.0,26,30.8
