,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.33,11.5,0,50.0,1.6,15.6,60.0,3,33.3,2,100.0,0.0,5.0,0.0,0,N/A,1,0.0
PNR Screener,0.82,9.4,1,33.3,1.03,12.1,33.3,3,33.3,0,N/A,0.0,5.0,N/A,0,N/A,0,N/A
DHO Ball Handler,0.0,1.9,1,N/A,0.0,3.1,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,0.83,11.5,0,33.3,0.0,3.1,0.0,1,0.0,0,N/A,1.0,25.0,40.0,3,33.3,2,50.0
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.03,41.2,0,41.2,1.49,41.9,66.7,6,66.7,3,66.7,0.25,40.0,12.5,4,25.0,4,0.0
TRANSITION,2.17,12.4,0,100.0,2.0,6.2,100.0,2,100.0,0,N/A,2.25,22.2,100.0,3,100.0,1,100.0
Attacking Closeouts,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,0.0,3.8,0,0.0,0.0,6.2,0.0,0,N/A,2,0.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,3.0,1.9,0,100.0,3.0,3.1,100.0,0,N/A,1,100.0,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,2.0,3.8,0,100.0,2.0,6.2,100.0,2,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,0.0,3.8,1,0.0,0.0,3.1,0.0,1,0.0,0,N/A,0.0,5.0,N/A,0,N/A,0,N/A
TOTAL,1.14,52,5.8,50.0,1.33,61.5,57.7,18,55.6,8,62.5,0.83,38.5,38.9,10,50.0,8,25.0
